,SOL,BNB,XRP,ADA,DOGE,TRX,AVAX,LINK,DOT,LTC,BCH,UNI,ATOM,XLM,ETC,NEAR,FIL,APT,ICP,HBAR,SUI,ARB,OP,INJ,SHIB,TON,PEPE,AAVE,MKR,VET,RENDER,ALGO
2025-05-29,166.71,675.02,2.2442,0.7221,0.21487,0.2747,22.25,15.05,4.332,93.21,409.6,6.559,4.614,0.2788,18.12,2.754,2.765,5.16,5.259,0.17964,3.5254,0.3964,0.732,13.91,1.39e-05,3.389,1.343e-05,250.0,1653.0,0.026,4.207,0.2096
2025-05-30,156.2,655.36,2.1398,0.6889,0.19357,0.267,20.56,13.9,4.049,85.64,398.4,6.206,4.291,0.2651,16.94,2.444,2.512,4.74,4.792,0.16725,3.1881,0.3334,0.621,12.19,1.277e-05,3.088,1.161e-05,250.96,1549.0,0.02393,3.807,0.1924
2025-05-31,156.45,658.01,2.1738,0.6858,0.19251,0.2657,20.8,13.97,4.076,87.03,415.0,6.053,4.348,0.2641,16.94,2.421,2.596,4.728,4.906,0.16742,3.2457,0.3397,0.65,12.11,1.281e-05,3.148,1.165e-05,247.09,1570.0,0.02415,3.877,0.1937
2025-06-01,157.68,660.77,2.1792,0.6855,0.19363,0.2708,20.88,14.06,4.066,88.39,403.4,6.312,4.366,0.2674,17.1,2.462,2.57,4.811,4.937,0.16871,3.343,0.3426,0.649,12.14,1.295e-05,3.188,1.18e-05,246.13,1603.0,0.02432,3.928,0.1955
2025-06-02,156.83,665.93,2.1965,0.6896,0.19507,0.2688,21.15,14.07,4.148,89.52,403.6,6.445,4.468,0.2719,17.56,2.503,2.643,4.89,5.12,0.1714,3.3309,0.3579,0.669,12.42,1.319e-05,3.216,1.235e-05,257.81,1740.0,0.02484,3.957,0.1987
2025-06-03,155.19,661.59,2.2446,0.6837,0.19311,0.2702,21.14,14.11,4.137,89.5,400.7,6.634,4.415,0.2728,17.56,2.506,2.627,4.939,5.326,0.17186,3.2512,0.3597,0.665,12.5,1.304e-05,3.182,1.226e-05,266.43,1870.0,0.02465,3.864,0.1974
2025-06-04,153.26,663.23,2.2009,0.6654,0.18812,0.2744,20.09,13.83,4.006,87.99,400.2,6.309,4.267,0.2666,17.25,2.435,2.562,4.794,5.199,0.16708,3.1632,0.359,0.627,12.02,1.281e-05,3.169,1.182e-05,264.13,1778.0,0.02373,3.746,0.1914
2025-06-05,144.29,633.32,2.0936,0.6256,0.17105,0.282,18.75,12.89,3.814,83.58,385.0,5.898,4.081,0.257,16.29,2.247,2.367,4.485,4.854,0.15944,2.9208,0.3232,0.59,11.29,1.2e-05,3.032,1.064e-05,241.72,1731.0,0.02261,3.55,0.1809
2025-06-06,147.83,642.7,2.1598,0.6554,0.17878,0.2779,19.64,13.56,3.884,87.25,395.6,5.989,4.174,0.2628,16.7,2.314,2.409,4.613,4.946,0.1644,3.1939,0.3316,0.592,11.89,1.241e-05,3.152,1.105e-05,250.89,1700.0,0.0235,3.755,0.1871
2025-06-07,150.06,650.82,2.1769,0.6645,0.18511,0.2869,20.65,13.83,4.031,88.31,409.4,6.347,4.309,0.2646,17.22,2.423,2.507,4.752,5.233,0.16874,3.2427,0.3478,0.627,13.08,1.273e-05,3.18,1.15e-05,257.44,1767.0,0.02409,3.875,0.1909
2025-06-08,152.45,652.0,2.267,0.6703,0.18418,0.2817,21.04,13.73,4.025,87.18,410.8,6.326,4.267,0.2677,16.95,2.421,2.487,4.711,5.556,0.1693,3.2232,0.3423,0.61,13.27,1.249e-05,3.17,1.168e-05,253.8,1762.0,0.0241,3.857,0.1906
2025-06-09,161.16,665.58,2.3211,0.7049,0.1949,0.287,21.95,14.36,4.151,90.73,424.9,6.845,4.433,0.2749,17.86,2.543,2.602,4.954,6.031,0.17792,3.4483,0.3689,0.655,13.76,1.312e-05,3.306,1.265e-05,283.31,1944.0,0.0252,4.063,0.1995
2025-06-10,165.12,673.51,2.3074,0.7167,0.1985,0.2927,22.57,15.45,4.294,93.33,438.2,8.665,4.601,0.2805,18.56,2.662,2.732,5.141,6.177,0.18013,3.4928,0.4143,0.725,14.04,1.337e-05,3.348,1.312e-05,308.34,2145.0,0.02626,4.161,0.2082
2025-06-11,160.97,667.43,2.2704,0.698,0.19294,0.2795,21.57,14.89,4.189,91.56,428.9,8.157,4.509,0.2768,18.09,2.573,2.692,5.021,6.066,0.1729,3.3947,0.3974,0.694,13.28,1.294e-05,3.238,1.249e-05,303.83,2061.0,0.02498,3.86,0.1972
2025-06-12,152.32,654.75,2.1899,0.6613,0.1811,0.2718,20.28,13.97,3.919,86.13,424.0,7.489,4.214,0.2673,17.11,2.369,2.505,4.696,5.821,0.16288,3.2078,0.366,0.63,12.29,1.221e-05,3.088,1.151e-05,293.92,1985.0,0.02342,3.528,0.1805
2025-06-13,148.6,655.35,2.1472,0.642,0.1804,0.2697,19.41,13.44,3.838,86.55,448.7,7.759,4.131,0.2608,16.9,2.24,2.46,4.497,5.458,0.15899,3.0758,0.3487,0.591,11.76,1.211e-05,3.024,1.122e-05,291.17,2162.0,0.0226,3.453,0.1808
2025-06-14,144.64,645.61,2.1394,0.6247,0.17824,0.2711,18.93,13.15,3.781,85.18,430.9,7.302,4.087,0.2564,16.63,2.232,2.419,4.459,5.48,0.15497,2.947,0.3333,0.6,11.45,1.205e-05,2.952,1.095e-05,275.11,2080.0,0.02206,3.381,0.1771
2025-06-15,152.97,648.19,2.1655,0.6334,0.17553,0.2739,19.1,13.3,3.821,86.3,460.4,7.18,4.093,0.2587,16.68,2.228,2.421,4.538,5.516,0.15443,3.0233,0.3278,0.592,11.44,1.204e-05,2.973,1.111e-05,274.97,2141.0,0.02226,3.466,0.1766
2025-06-16,150.72,650.74,2.238,0.6303,0.17272,0.2741,19.06,13.56,3.847,86.67,463.7,7.446,4.141,0.2616,16.94,2.272,2.463,4.685,5.397,0.15347,2.9962,0.3185,0.583,11.6,1.186e-05,2.965,1.059e-05,275.12,2145.0,0.02221,3.412,0.1759
2025-06-17,147.57,648.08,2.159,0.609,0.16936,0.2715,18.58,12.99,3.719,84.22,462.6,7.438,4.021,0.2519,16.47,2.14,2.393,4.444,5.124,0.1486,2.8326,0.3033,0.559,10.96,1.161e-05,2.959,1.013e-05,266.56,2023.0,0.02143,3.216,0.1695
2025-06-18,146.34,644.77,2.1705,0.6039,0.17068,0.273,18.16,13.11,3.622,85.08,459.7,7.586,4.014,0.2524,16.54,2.187,2.392,4.46,5.118,0.14789,2.828,0.3072,0.564,11.41,1.169e-05,2.947,1.035e-05,259.06,2008.0,0.0218,3.26,0.1707
2025-06-19,147.04,644.65,2.1648,0.602,0.17092,0.2748,18.06,13.07,3.548,85.11,497.1,7.679,4.038,0.2496,16.71,2.181,2.346,4.387,5.055,0.14774,2.8287,0.3014,0.565,11.41,1.159e-05,2.969,1.029e-05,255.62,1914.0,0.02171,3.176,0.1691
2025-06-20,140.11,641.61,2.1194,0.5774,0.16234,0.2722,17.37,12.51,3.437,82.91,473.7,7.068,3.928,0.242,16.12,2.075,2.261,4.272,4.923,0.14459,2.7163,0.2865,0.542,10.92,1.13e-05,2.937,9.84e-06,247.31,1851.0,0.02084,3.056,0.1672
2025-06-21,135.43,628.97,2.0632,0.5561,0.15448,0.271,16.82,12.03,3.324,80.23,467.3,6.465,3.794,0.2372,15.58,1.973,2.19,4.163,4.8,0.138,2.5689,0.275,0.506,10.1,1.09e-05,2.856,9.28e-06,234.74,1796.0,0.02001,2.951,0.1626
2025-06-22,131.71,615.81,2.0172,0.5419,0.15129,0.2635,16.53,11.65,3.153,80.21,454.9,6.259,3.719,0.2289,15.19,1.898,2.069,3.93,4.555,0.13364,2.4495,0.2678,0.486,9.71,1.06e-05,2.732,8.87e-06,227.9,1751.0,0.0193,2.8,0.1602
2025-06-23,144.51,640.49,2.1584,0.5823,0.16376,0.2727,18.06,12.82,3.416,84.91,462.7,6.797,4.073,0.2457,16.38,2.123,2.255,4.315,4.959,0.15156,2.8276,0.3016,0.547,10.89,1.157e-05,2.908,9.9e-06,257.04,1993.0,0.02146,3.205,0.1791
2025-06-24,145.92,643.53,2.1898,0.5875,0.16571,0.2738,18.23,13.42,3.439,84.84,453.8,7.06,4.074,0.2488,16.43,2.19,2.297,4.957,4.959,0.15399,2.7984,0.3153,0.555,11.58,1.171e-05,2.906,1.006e-05,264.12,1994.0,0.02158,3.195,0.1827
2025-06-25,143.57,646.07,2.1859,0.5671,0.16459,0.2731,17.57,13.13,3.352,84.67,482.8,6.974,4.0,0.2413,16.22,2.139,2.253,4.892,4.817,0.14982,2.7316,0.3088,0.54,11.09,1.162e-05,2.834,9.46e-06,255.95,1898.0,0.02102,3.094,0.1756
2025-06-26,139.06,642.3,2.1054,0.5543,0.16001,0.271,17.23,12.94,3.299,84.27,489.2,6.807,3.892,0.2342,16.11,2.05,2.197,4.876,4.734,0.14277,2.6012,0.3037,0.529,10.63,1.121e-05,2.814,9.16e-06,250.3,1830.0,0.02035,2.98,0.172
2025-06-27,142.09,645.71,2.1419,0.5587,0.16104,0.2732,17.58,13.05,3.359,84.83,504.8,6.91,3.926,0.2368,16.19,2.113,2.212,4.84,4.762,0.14599,2.7213,0.3057,0.535,10.53,1.133e-05,2.851,9.18e-06,259.26,1896.6,0.02044,3.124,0.1747
2025-06-28,150.72,648.6,2.1854,0.5654,0.16363,0.2747,17.97,13.39,3.407,86.31,491.0,7.126,3.994,0.2389,16.27,2.166,2.269,4.85,4.86,0.14779,2.8018,0.3111,0.552,10.98,1.155e-05,2.852,9.55e-06,259.92,1918.9,0.02122,3.237,0.1764
2025-06-29,153.32,654.9,2.2061,0.5773,0.16944,0.2769,18.73,13.7,3.541,87.96,504.5,7.394,4.204,0.2403,16.96,2.259,2.387,4.953,5.081,0.1527,2.8997,0.3671,0.607,11.44,1.187e-05,2.913,1.04e-05,278.61,2030.7,0.02179,3.376,0.1858
2025-06-30,154.81,656.9,2.2362,0.5722,0.16518,0.2798,17.96,13.38,3.397,86.0,505.7,7.129,4.093,0.238,16.59,2.148,2.302,4.892,4.902,0.15004,2.7769,0.3453,0.568,10.76,1.142e-05,2.912,9.75e-06,274.48,1941.0,0.02124,3.214,0.1854
2025-07-01,146.88,646.33,2.172,0.542,0.15778,0.2788,17.1,12.9,3.281,83.22,500.2,6.59,3.929,0.2254,15.95,2.04,2.202,4.49,4.693,0.14471,2.672,0.3273,0.528,10.17,1.119e-05,2.787,9.26e-06,259.93,1838.5,0.02031,3.077,0.1709
2025-07-02,152.27,659.71,2.2336,0.584,0.16869,0.2844,18.51,13.56,3.545,87.32,510.9,7.348,4.175,0.238,16.96,2.22,2.37,4.741,5.02,0.15536,2.8986,0.3479,0.564,11.34,1.18e-05,2.865,1.006e-05,276.16,1980.7,0.02182,3.271,0.1811
2025-07-03,152.36,663.59,2.2569,0.5992,0.17201,0.287,18.54,13.67,3.539,89.08,496.4,7.473,4.184,0.2426,16.99,2.275,2.397,4.738,5.01,0.15901,3.0224,0.3436,0.574,11.53,1.189e-05,2.851,1.012e-05,279.37,1938.4,0.02197,3.306,0.1821
2025-07-04,147.7,653.6,2.2205,0.5724,0.16288,0.2827,17.8,13.16,3.358,86.84,483.9,6.931,3.999,0.2377,16.28,2.134,2.262,4.404,4.783,0.15305,2.8755,0.3244,0.531,10.77,1.143e-05,2.741,9.65e-06,265.95,1865.9,0.0208,3.154,0.1735
2025-07-05,147.55,656.16,2.2178,0.5755,0.16421,0.2832,17.92,13.23,3.356,87.55,489.3,7.332,4.011,0.2383,16.37,2.149,2.253,4.422,4.774,0.1542,2.8987,0.3281,0.533,10.6,1.147e-05,2.746,9.69e-06,273.56,1837.0,0.02071,3.167,0.1745
2025-07-06,151.86,663.13,2.2709,0.5858,0.17196,0.287,18.29,13.48,3.395,87.35,491.5,7.422,4.079,0.2505,16.64,2.18,2.291,4.467,4.837,0.15931,2.9089,0.3345,0.543,10.64,1.182e-05,2.838,1.002e-05,287.35,1909.9,0.02086,3.228,0.177
2025-07-07,148.88,661.06,2.2708,0.5805,0.16792,0.2867,17.99,13.44,3.369,86.05,496.6,7.39,4.047,0.2481,16.68,2.159,2.28,4.454,4.779,0.15843,2.8579,0.3288,0.546,10.51,1.163e-05,2.736,9.9e-06,283.22,1897.7,0.02043,3.156,0.176
2025-07-08,151.67,660.63,2.3108,0.5884,0.17094,0.2874,18.36,13.96,3.448,87.75,501.1,7.659,4.125,0.2596,16.94,2.244,2.312,4.474,4.837,0.16079,2.8947,0.3382,0.549,10.41,1.185e-05,2.802,1.019e-05,293.0,1927.6,0.0209,3.204,0.1792
2025-07-09,157.05,668.68,2.4038,0.6227,0.18053,0.2899,19.5,14.25,3.62,90.61,514.5,8.301,4.313,0.2883,17.66,2.339,2.439,4.638,5.152,0.17093,3.0726,0.3554,0.588,11.0,1.239e-05,2.836,1.105e-05,301.68,1956.4,0.02241,3.356,0.1922
2025-07-10,164.34,685.8,2.5471,0.6775,0.19507,0.2939,20.7,15.23,3.881,94.85,518.4,8.466,4.618,0.303,18.49,2.515,2.589,4.88,5.411,0.1899,3.4909,0.3963,0.658,12.11,1.334e-05,2.943,1.241e-05,308.76,2019.1,0.02405,3.668,0.2121
2025-07-11,162.93,689.99,2.7322,0.7094,0.20103,0.3009,20.68,15.28,3.907,94.26,531.5,8.692,4.64,0.3603,18.26,2.505,2.562,4.884,5.347,0.19369,3.3868,0.4052,0.659,12.35,1.33e-05,2.961,1.236e-05,297.41,1896.1,0.02402,3.645,0.2182
2025-07-12,160.69,685.86,2.7395,0.7089,0.19742,0.3022,20.69,15.11,3.891,92.77,506.3,8.392,4.58,0.3929,18.14,2.482,2.535,4.804,5.354,0.19735,3.4019,0.3997,0.648,12.29,1.32e-05,3.0,1.224e-05,302.19,1887.6,0.02363,3.599,0.2191
2025-07-13,161.15,692.0,2.8361,0.7367,0.19855,0.3028,21.2,15.66,3.984,94.62,508.0,8.511,4.679,0.4706,18.45,2.531,2.559,4.94,5.456,0.24134,3.4899,0.4105,0.654,12.41,1.33e-05,2.969,1.23e-05,305.8,1873.9,0.02465,3.763,0.2638
2025-07-14,162.21,689.12,2.9582,0.7352,0.19749,0.3025,21.26,15.75,3.95,95.64,504.9,9.131,4.555,0.4636,18.55,2.579,2.575,4.974,5.382,0.23689,3.8892,0.4027,0.658,12.39,1.325e-05,3.025,1.223e-05,315.14,1851.0,0.02432,3.775,0.2797
2025-07-15,163.98,689.92,2.919,0.7466,0.19919,0.3005,22.51,16.11,4.083,96.35,497.9,9.345,4.668,0.4515,19.06,2.67,2.646,5.096,5.608,0.23308,4.1014,0.4366,0.706,13.43,1.375e-05,3.094,1.286e-05,327.52,1869.5,0.0252,3.921,0.2838
2025-07-16,173.63,708.61,3.038,0.7644,0.2127,0.3096,22.66,16.67,4.156,97.47,498.7,8.901,4.744,0.4533,19.88,2.73,2.651,5.2,5.618,0.23615,3.9424,0.4404,0.706,13.53,1.436e-05,3.158,1.354e-05,323.23,1913.4,0.02557,4.023,0.2845
2025-07-17,175.87,720.65,3.4814,0.8216,0.21826,0.3156,23.91,18.0,4.26,101.6,500.0,8.932,4.855,0.4973,20.26,2.817,2.708,5.29,5.75,0.27656,4.0077,0.4497,0.719,14.03,1.447e-05,3.196,1.337e-05,321.68,1879.2,0.02641,4.164,0.3185
2025-07-18,177.28,729.92,3.4135,0.8158,0.2358,0.3261,23.51,17.83,4.227,101.73,514.5,10.132,4.855,0.4588,23.18,2.805,2.753,5.32,5.681,0.2594,3.7819,0.4524,0.749,13.67,1.468e-05,3.188,1.298e-05,324.44,2016.8,0.02705,4.044,0.2936
2025-07-19,176.96,733.2,3.4244,0.8298,0.24143,0.3179,24.5,18.39,4.409,113.16,513.1,10.172,5.016,0.461,24.37,2.918,2.802,5.324,5.804,0.26649,3.8346,0.4648,0.763,14.16,1.49e-05,3.195,1.342e-05,319.18,1987.1,0.02782,4.166,0.2913
2025-07-20,181.43,756.82,3.454,0.858,0.27375,0.314,25.04,19.27,4.48,116.59,548.0,10.657,5.174,0.4625,24.69,2.976,2.887,5.31,5.977,0.27087,3.891,0.4832,0.784,14.99,1.551e-05,3.275,1.402e-05,324.31,2016.9,0.02837,4.351,0.2911
2025-07-21,195.72,766.22,3.5495,0.8891,0.27142,0.3143,25.43,19.5,4.499,115.43,522.6,10.829,5.186,0.473,24.01,3.022,2.918,5.406,6.145,0.27116,3.961,0.4857,0.807,15.14,1.547e-05,3.323,1.409e-05,322.16,2094.7,0.02836,4.573,0.2981
2025-07-22,205.7,786.68,3.5504,0.9034,0.27093,0.3158,25.88,19.66,4.549,119.65,526.1,10.774,5.11,0.4723,24.24,3.03,2.932,5.473,6.122,0.27528,4.0093,0.482,0.801,15.23,1.546e-05,3.34,1.416e-05,310.53,2078.8,0.02811,4.593,0.2966
2025-07-23,189.4,776.74,3.1838,0.816,0.24083,0.3095,23.95,18.18,4.113,112.05,512.2,10.178,4.702,0.4278,22.53,2.754,2.641,4.811,5.598,0.24516,3.7179,0.4336,0.69,13.81,1.386e-05,3.199,1.273e-05,290.39,2034.6,0.02535,4.156,0.2675
2025-07-24,182.87,770.74,3.1453,0.806,0.23218,0.3139,23.67,17.91,4.0,112.26,513.0,10.124,4.625,0.4246,22.27,2.717,2.583,4.628,5.489,0.23911,3.7205,0.4307,0.692,13.55,1.361e-05,3.12,1.239e-05,286.05,2013.1,0.02478,4.056,0.2615
2025-07-25,186.76,785.45,3.1423,0.8158,0.23673,0.317,24.01,18.28,4.088,113.78,557.3,10.426,4.709,0.4313,22.69,2.855,2.65,4.754,5.621,0.25867,3.948,0.4431,0.72,13.98,1.409e-05,3.191,1.255e-05,294.18,2211.9,0.02577,4.212,0.2668
2025-07-26,184.88,793.29,3.1662,0.8198,0.23543,0.3201,24.94,18.41,4.124,113.91,559.1,10.557,4.765,0.4352,22.81,2.882,2.664,4.804,5.648,0.27974,4.1595,0.4487,0.722,14.99,1.397e-05,3.298,1.24e-05,294.92,2283.2,0.02579,4.214,0.2745
2025-07-27,188.64,844.0,3.2389,0.832,0.24071,0.3199,26.06,19.24,4.24,114.78,590.0,10.985,4.874,0.4442,23.3,2.963,2.758,4.902,5.8,0.2917,4.326,0.4606,0.743,15.42,1.416e-05,3.375,1.279e-05,304.93,2318.7,0.02633,4.332,0.2859
2025-07-28,183.11,824.07,3.1235,0.7932,0.22615,0.3224,25.21,18.12,3.965,109.02,572.6,10.46,4.643,0.4192,21.91,2.752,2.607,4.653,5.536,0.27153,3.9084,0.4343,0.759,14.58,1.336e-05,3.207,1.19e-05,288.96,2167.3,0.02473,4.066,0.2651
2025-07-29,181.48,805.1,3.128,0.7828,0.22392,0.3385,24.37,17.83,3.905,108.52,564.2,10.307,4.616,0.4211,21.76,2.723,2.57,4.585,5.462,0.26374,3.8128,0.425,0.726,14.09,1.313e-05,3.377,1.152e-05,282.35,2053.9,0.02525,3.921,0.2606
2025-07-30,177.77,793.51,3.0966,0.7634,0.21999,0.3274,23.31,17.71,3.805,110.5,590.1,10.008,4.417,0.4077,21.4,2.657,2.492,4.491,5.471,0.25576,3.758,0.4154,0.706,13.7,1.286e-05,3.406,1.134e-05,274.58,2053.6,0.02448,3.876,0.2538
2025-07-31,172.22,783.14,3.0224,0.7392,0.20974,0.325,22.47,16.92,3.682,106.09,561.5,9.344,4.21,0.4009,20.56,2.535,2.392,4.32,5.23,0.25098,3.614,0.3978,0.667,13.2,1.244e-05,3.529,1.078e-05,260.99,1976.5,0.02308,3.726,0.244
2025-08-01,162.71,757.08,2.9613,0.7141,0.20097,0.3234,21.51,16.07,3.547,106.59,536.2,9.037,4.14,0.3822,19.78,2.414,2.296,4.23,5.015,0.24113,3.4592,0.3774,0.648,12.55,1.206e-05,3.564,1.039e-05,255.36,1904.7,0.02264,3.531,0.2361
2025-08-02,158.48,736.42,2.7695,0.6975,0.19098,0.3221,20.86,15.65,3.509,106.09,520.2,8.757,4.092,0.3671,19.19,2.348,2.272,4.121,4.948,0.2301,3.3344,0.3688,0.632,12.18,1.182e-05,3.541,1.013e-05,249.45,1842.2,0.0222,3.416,0.2276
2025-08-03,161.97,751.21,2.948,0.727,0.19876,0.3275,21.37,16.3,3.602,110.39,544.2,9.148,4.273,0.3994,19.86,2.444,2.344,4.226,5.115,0.24861,3.4466,0.3827,0.656,12.98,1.22e-05,3.559,1.045e-05,260.06,1888.9,0.02304,3.57,0.244
2025-08-04,169.55,768.63,3.0716,0.7549,0.21039,0.3328,23.11,17.11,3.72,121.22,574.5,9.961,4.311,0.4137,20.99,2.552,2.425,4.367,5.303,0.25085,3.5893,0.4054,0.704,13.64,1.252e-05,3.42,1.076e-05,267.82,1967.2,0.0237,3.701,0.2483
2025-08-05,164.09,755.13,2.9623,0.7258,0.19981,0.3338,21.92,16.38,3.621,120.27,551.8,9.581,4.23,0.3959,20.18,2.468,2.333,4.291,5.071,0.23931,3.411,0.3837,0.661,12.93,1.208e-05,3.195,1.02e-05,255.39,1814.8,0.02297,3.536,0.2375
2025-08-06,168.09,769.55,2.9908,0.7413,0.20524,0.3373,22.23,16.67,3.673,119.22,571.1,9.697,4.321,0.4001,20.3,2.489,2.378,4.248,5.116,0.24458,3.4986,0.3891,0.668,12.93,1.234e-05,3.308,1.056e-05,263.52,1927.4,0.02349,3.594,0.2428
2025-08-07,175.36,788.67,3.3197,0.7874,0.22228,0.3384,23.36,18.48,3.867,122.89,582.2,10.425,4.471,0.4395,21.55,2.651,2.489,4.415,5.354,0.25987,3.7894,0.417,0.716,14.05,1.287e-05,3.346,1.111e-05,285.08,1993.5,0.02444,3.795,0.2644
2025-08-08,176.78,793.5,3.2859,0.7911,0.23039,0.3378,23.79,19.89,3.979,123.78,586.0,10.861,4.604,0.45,22.38,2.712,2.545,4.643,5.432,0.26177,3.8387,0.4339,0.757,14.11,1.326e-05,3.335,1.181e-05,290.93,2015.0,0.02457,3.856,0.2662
2025-08-09,179.95,798.83,3.2259,0.8029,0.23995,0.3352,24.23,21.94,4.138,120.18,566.1,10.979,4.73,0.4469,23.6,2.831,2.631,4.783,5.705,0.26606,3.8976,0.4735,0.81,14.53,1.372e-05,3.386,1.24e-05,307.77,2092.9,0.02518,3.975,0.27
2025-08-10,182.66,807.22,3.187,0.8014,0.23385,0.3383,23.83,22.06,4.046,123.75,570.5,10.948,4.662,0.4446,23.17,2.754,2.622,4.698,5.631,0.2593,3.8754,0.4669,0.789,14.39,1.357e-05,3.348,1.207e-05,306.19,2092.2,0.02514,3.949,0.2663
2025-08-11,174.84,805.09,3.1295,0.7728,0.22207,0.345,22.79,21.07,3.854,120.05,578.5,11.042,4.487,0.4305,22.21,2.601,2.47,4.526,5.36,0.24657,3.6535,0.4359,0.749,13.67,1.293e-05,3.365,1.123e-05,293.19,2005.0,0.0247,3.743,0.2532
2025-08-12,191.78,832.47,3.2676,0.8411,0.23582,0.3524,24.67,23.6,4.157,130.46,618.8,11.601,4.706,0.4493,23.68,2.787,2.631,4.821,5.671,0.26099,3.8837,0.4776,0.786,14.76,1.354e-05,3.502,1.214e-05,322.26,2005.8,0.0257,4.053,0.2714
2025-08-13,201.51,848.01,3.2744,0.9042,0.24482,0.3621,25.47,23.98,4.276,130.91,616.2,12.13,4.853,0.4519,24.26,2.997,2.733,5.049,6.016,0.26603,4.0049,0.5712,0.874,16.21,1.392e-05,3.531,1.225e-05,332.15,1960.2,0.02651,4.175,0.2805
2025-08-14,192.47,840.42,3.0792,0.9258,0.22382,0.3575,23.67,22.46,3.986,121.29,593.2,10.875,4.521,0.4235,22.18,2.759,2.505,4.722,5.45,0.24866,3.7548,0.5166,0.753,15.12,1.288e-05,3.411,1.105e-05,312.58,1843.6,0.02463,3.83,0.2538
2025-08-15,185.72,827.81,3.0779,0.9453,0.22886,0.3526,23.77,21.76,3.896,119.14,592.5,10.722,4.461,0.4303,22.23,2.708,2.466,4.663,5.392,0.24754,3.711,0.4817,0.724,14.36,1.287e-05,3.44,1.081e-05,300.0,1833.4,0.02433,3.852,0.2541
2025-08-16,189.6,838.71,3.1055,0.9211,0.23115,0.3478,24.3,22.64,3.966,121.05,587.3,11.011,4.571,0.4265,22.38,2.742,2.532,4.742,5.456,0.2523,3.7734,0.4925,0.74,14.58,1.299e-05,3.46,1.109e-05,295.6,1786.8,0.02464,3.931,0.2608
2025-08-17,190.99,855.38,3.0877,0.9609,0.23456,0.3534,25.06,25.64,4.051,120.71,582.0,11.017,4.622,0.4245,22.24,2.702,2.559,4.788,5.479,0.2521,3.7639,0.5362,0.76,15.47,1.302e-05,3.517,1.112e-05,303.2,1832.4,0.02476,3.949,0.265
2025-08-18,182.94,846.99,3.0616,0.9236,0.22262,0.3503,23.7,25.78,3.914,117.77,568.8,10.484,4.463,0.4145,21.52,2.575,2.468,4.571,5.309,0.24498,3.6027,0.5115,0.721,14.21,1.27e-05,3.329,1.068e-05,288.58,1715.9,0.02385,3.746,0.2551
2025-08-19,176.22,824.11,2.8608,0.8464,0.20943,0.3477,22.37,23.56,3.719,112.67,548.5,9.95,4.291,0.3908,20.53,2.422,2.359,4.299,5.027,0.23156,3.4222,0.473,0.687,13.21,1.209e-05,3.225,1.021e-05,277.42,1653.2,0.02296,3.544,0.2379
2025-08-20,187.94,869.05,2.9512,0.8808,0.22169,0.3545,23.46,26.45,3.884,116.06,560.9,10.61,4.472,0.4046,21.56,2.547,2.435,4.492,5.263,0.24177,3.5575,0.5135,0.726,13.97,1.258e-05,3.28,1.066e-05,299.35,1665.9,0.02388,3.683,0.2567
2025-08-21,180.29,839.49,2.8519,0.8519,0.21473,0.3537,22.77,24.82,3.797,114.76,554.7,10.227,4.429,0.3913,21.01,2.445,2.392,4.416,5.095,0.23554,3.4129,0.4963,0.7138,13.3,1.238e-05,3.315,1.041e-05,300.1,1616.3,0.02364,3.541,0.2483
2025-08-22,200.69,900.21,3.0744,0.9314,0.24054,0.3667,25.25,26.79,4.18,122.96,599.8,11.438,4.819,0.4249,24.5,2.688,2.577,4.798,5.539,0.25692,3.7603,0.5867,0.789,14.9,1.338e-05,3.423,1.158e-05,345.61,1711.4,0.02534,3.881,0.2665
2025-08-23,204.14,880.42,3.0485,0.9143,0.23631,0.3624,26.26,26.28,4.228,121.45,591.3,11.347,4.89,0.4167,24.21,2.7,2.525,4.758,5.449,0.25338,3.7367,0.6131,0.8109,14.71,1.326e-05,3.381,1.125e-05,357.78,1620.5,0.02558,3.84,0.2641
2025-08-24,205.98,876.51,3.0258,0.909,0.23182,0.3614,25.83,25.82,4.11,118.19,583.2,10.925,4.791,0.4079,23.23,2.657,2.425,4.624,5.269,0.24817,3.6806,0.579,0.7754,14.34,1.296e-05,3.299,1.083e-05,348.67,1520.4,0.02604,3.758,0.2716
2025-08-25,187.2,839.32,2.8584,0.8371,0.20965,0.3417,23.35,23.38,3.734,109.13,543.6,9.703,4.414,0.3842,21.07,2.398,2.185,4.254,4.883,0.23079,3.3404,0.5174,0.6878,12.82,1.204e-05,3.115,9.76e-06,318.56,1481.0,0.02424,3.398,0.246
2025-08-26,195.86,863.7,3.0123,0.8663,0.21839,0.3518,24.17,24.38,3.887,113.48,550.9,9.951,4.526,0.3946,21.67,2.526,2.324,4.374,5.058,0.24177,3.453,0.5303,0.7059,13.5,1.255e-05,3.167,1.009e-05,335.73,1598.0,0.02515,3.586,0.2547
2025-08-27,202.95,855.18,2.9688,0.8509,0.21892,0.3451,24.42,23.78,3.837,112.18,550.2,9.854,4.491,0.379,21.51,2.519,2.308,4.366,5.018,0.23761,3.437,0.5054,0.6974,13.32,1.25e-05,3.139,1.003e-05,320.63,1590.1,0.02487,3.572,0.2475
