,SOL,BNB,XRP,ADA,DOGE,TRX,AVAX,LINK,DOT,LTC,BCH,UNI,ATOM,XLM,ETC,NEAR,FIL,APT,ICP,HBAR,SUI,ARB,OP,INJ,SHIB,TON,PEPE,AAVE,MKR,VET,RENDER,ALGO
2024-04-01,192.24,575.8,0.611,0.6212,0.20503,0.12051,51.38,18.358,9.143,99.2,647.6,12.416,11.63,0.1355,32.68,6.733,9.378,16.687,18.032,0.1099,1.9398,1.5679,3.496,34.21,2.864e-05,,7.92e-06,129.27,3742.0,0.04432,,0.2513
2024-04-02,181.53,551.4,0.5854,0.5807,0.18248,0.11662,46.86,17.952,8.582,106.75,639.0,11.302,10.967,0.1286,29.98,6.216,8.575,14.7011,17.906,0.1036,1.733,1.4483,3.156,32.55,2.641e-05,,7.25e-06,115.49,3752.0,0.04101,,0.2343
2024-04-03,185.05,561.5,0.5742,0.5693,0.17522,0.11712,45.89,17.687,8.416,98.33,592.8,10.868,10.825,0.1263,30.64,6.596,8.422,14.1455,17.833,0.1025,1.6681,1.4793,3.052,32.9,2.633e-05,,6.8e-06,114.5,3793.0,0.04081,,0.2321
2024-04-04,184.0,585.5,0.5935,0.5831,0.17998,0.11915,46.5,17.791,8.486,98.38,665.4,10.976,11.012,0.1289,32.84,6.727,8.633,14.1534,17.851,0.1052,1.6839,1.4593,3.105,32.78,2.77e-05,,6.92e-06,116.35,3954.0,0.04178,,0.2371
2024-04-05,174.37,577.8,0.5871,0.5741,0.1772,0.1179,45.3,17.325,8.379,97.82,657.3,10.926,10.893,0.1275,33.1,7.222,8.393,13.1468,16.854,0.1046,1.6075,1.4333,2.873,34.24,2.679e-05,,6.57e-06,113.68,3687.0,0.04034,,0.2294
2024-04-06,178.68,585.4,0.593,0.5836,0.18577,0.11959,48.19,17.559,8.494,101.6,693.9,11.241,11.099,0.1291,33.47,7.022,8.578,13.216,17.032,0.1059,1.6248,1.4871,2.993,34.81,2.743e-05,,6.76e-06,118.56,3706.0,0.04152,,0.2336
2024-04-07,179.52,583.9,0.5944,0.5892,0.19887,0.12056,49.32,17.913,8.704,101.21,684.8,11.401,11.081,0.1293,33.88,6.916,8.833,13.6318,17.134,0.1058,1.6421,1.5287,3.196,35.23,2.818e-05,,7.44e-06,122.84,3632.0,0.04253,,0.2352
2024-04-08,180.68,586.4,0.6147,0.6137,0.2026,0.12303,49.86,18.101,9.043,103.27,681.4,11.624,11.305,0.1334,35.65,7.358,9.31,14.2581,17.792,0.1095,1.7099,1.5694,3.365,35.63,2.874e-05,,7.76e-06,129.18,3734.0,0.04681,,0.2453
2024-04-09,172.42,580.5,0.6141,0.5912,0.18912,0.12109,46.47,17.362,8.659,97.53,671.8,11.212,10.837,0.1322,32.77,7.227,8.657,12.7333,16.064,0.1035,1.5748,1.4841,3.044,33.12,2.748e-05,,7.04e-06,126.5,3393.0,0.04355,,0.2319
2024-04-10,173.31,609.7,0.6172,0.5862,0.19971,0.1191,47.3,17.417,8.408,96.71,629.2,10.047,10.814,0.1297,33.51,6.983,8.492,12.2186,15.965,0.1023,1.5216,1.4662,3.036,33.26,2.805e-05,,7.14e-06,128.5,3342.0,0.04647,,0.2305
2024-04-11,172.37,604.6,0.6086,0.5858,0.1938,0.1203,46.01,17.555,8.384,98.78,614.2,9.139,10.758,0.1302,33.74,6.795,8.052,11.8525,15.507,0.0998,1.4904,1.4183,2.939,31.95,2.751e-05,,7.31e-06,117.6,3357.0,0.0481,,0.2277
2024-04-12,153.16,595.6,0.5468,0.5027,0.17403,0.1148,39.34,15.156,7.24,86.08,533.2,7.922,9.371,0.1151,29.47,5.788,6.608,9.77,13.921,0.0877,1.2394,1.1737,2.448,26.73,2.475e-05,,5.92e-06,99.81,2937.0,0.043,,0.1936
2024-04-13,138.47,553.1,0.4788,0.4449,0.15254,0.11006,33.89,13.288,6.388,77.33,479.6,6.91,8.07,0.1053,25.48,5.215,5.723,8.7733,12.348,0.0785,1.0611,1.0314,2.117,23.27,2.11e-05,,5.04e-06,82.56,2795.0,0.0401,,0.1679
2024-04-14,151.25,566.4,0.5033,0.4673,0.16212,0.11243,37.27,14.098,6.855,79.72,525.7,7.523,8.336,0.1106,27.0,5.721,6.153,9.5825,12.881,0.0836,1.1985,1.1795,2.33,26.03,2.271e-05,,5.44e-06,87.94,3033.0,0.04303,,0.1794
2024-04-15,138.51,552.7,0.4977,0.461,0.16123,0.11146,35.16,13.58,6.708,78.1,508.3,7.247,8.136,0.1077,26.44,5.221,6.003,9.131,12.361,0.0796,1.1716,1.1526,2.267,24.45,2.192e-05,,5.09e-06,84.89,3072.0,0.04136,,0.1703
2024-04-16,136.22,537.6,0.4965,0.4583,0.156,0.1118,34.76,13.46,6.702,79.94,486.9,7.189,8.166,0.1096,26.18,5.493,6.076,9.2526,12.242,0.0798,1.2239,1.154,2.243,25.02,2.268e-05,,5.4e-06,86.72,3259.0,0.03985,,0.1744
2024-04-17,131.84,534.1,0.4951,0.444,0.14756,0.10971,33.58,13.133,6.583,80.19,463.9,6.889,8.041,0.1075,25.4,5.407,5.845,9.142,11.854,0.0781,1.2598,1.1059,2.165,26.02,2.205e-05,,4.92e-06,83.67,3146.0,0.03798,,0.1685
2024-04-18,142.07,552.1,0.5025,0.458,0.15221,0.10925,34.85,13.887,6.784,80.75,483.0,7.296,8.198,0.1104,26.13,5.705,5.995,9.4958,12.769,0.0822,1.2552,1.1383,2.225,27.63,2.278e-05,,5.09e-06,85.42,3000.0,0.03966,,0.1746
2024-04-19,142.5,554.0,0.503,0.4682,0.15633,0.10989,34.67,13.946,6.682,80.87,476.8,7.491,8.15,0.1117,26.05,5.586,6.145,9.4143,14.073,0.0803,1.3334,1.1196,2.232,28.17,2.287e-05,,5.13e-06,85.76,2950.0,0.0405,,0.1748
2024-04-20,151.22,570.9,0.5288,0.5072,0.1626,0.11105,38.31,14.959,7.241,85.04,515.4,7.873,8.678,0.116,27.89,6.218,6.649,10.2413,15.532,0.0868,1.4272,1.2158,2.505,29.71,2.617e-05,,5.8e-06,91.79,3120.0,0.04239,,0.1916
2024-04-21,148.8,579.6,0.5246,0.4993,0.15825,0.11132,37.15,15.105,7.14,84.16,502.2,7.731,8.756,0.1139,27.46,6.446,6.48,10.0071,15.093,0.0889,1.3706,1.1894,2.445,28.27,2.627e-05,,5.95e-06,91.1,3003.0,0.04124,,0.1874
2024-04-22,156.95,604.5,0.556,0.5167,0.1612,0.11223,39.19,15.445,7.466,85.39,522.7,8.2,8.916,0.1182,28.33,7.028,6.571,10.18,15.073,0.0904,1.3925,1.2092,2.549,28.63,2.689e-05,,6.88e-06,96.44,2899.0,0.04259,,0.1951
2024-04-23,154.75,606.2,0.5445,0.5,0.15979,0.11322,38.3,15.178,7.242,85.02,505.0,7.948,8.7,0.1174,28.12,6.893,6.388,9.78,14.462,0.1563,1.3263,1.179,2.491,28.02,2.682e-05,,7.68e-06,94.65,2926.0,0.04157,,0.1936
2024-04-24,147.78,608.8,0.5275,0.4746,0.15139,0.11329,36.37,14.536,6.931,83.25,479.4,7.72,8.404,0.1144,26.37,6.86,6.05,9.15,13.705,0.1248,1.2506,1.1162,2.422,26.46,2.57e-05,,7.24e-06,90.72,2874.0,0.03977,,0.2113
2024-04-25,144.84,613.2,0.5254,0.4705,0.15127,0.11722,35.59,14.593,6.862,83.78,478.1,7.93,8.321,0.1138,26.45,7.131,5.993,9.03,13.776,0.1196,1.2242,1.0898,2.418,26.51,2.571e-05,,7.78e-06,91.52,2856.0,0.03978,,0.2
2024-04-26,139.23,598.0,0.5261,0.4631,0.148,0.12014,34.42,14.49,6.764,88.1,482.4,7.703,8.301,0.114,27.11,6.93,6.006,8.85,13.063,0.111,1.1737,1.0651,2.333,25.56,2.522e-05,,7.37e-06,89.56,2869.0,0.03928,,0.1978
2024-04-27,141.31,596.2,0.5179,0.4675,0.14776,0.11975,34.47,14.267,6.807,83.88,477.1,7.973,8.397,0.1144,27.85,7.14,5.923,9.01,13.311,0.1065,1.2111,1.1255,2.626,25.94,2.478e-05,,7.21e-06,91.77,2993.0,0.03929,,0.1983
2024-04-28,137.99,600.2,0.5103,0.4603,0.1467,0.12124,33.95,13.809,6.728,83.99,470.5,7.825,8.2,0.1123,27.99,7.047,5.899,8.99,13.58,0.1035,1.2177,1.101,2.634,25.78,2.423e-05,,7.23e-06,90.29,3070.0,0.0394,,0.1928
2024-04-29,137.77,592.8,0.5151,0.4571,0.14342,0.11901,35.28,14.074,6.587,83.51,465.1,7.689,8.151,0.112,27.59,6.865,5.918,9.11,13.427,0.1032,1.1921,1.0578,2.495,25.84,2.41e-05,,7.35e-06,89.4,2842.0,0.03949,,0.1906
2024-04-30,126.77,578.4,0.5006,0.4412,0.13339,0.11956,32.71,13.129,6.425,79.49,434.1,7.039,8.443,0.1077,25.43,6.194,5.626,8.7,12.878,0.0938,1.1438,1.0226,2.537,23.75,2.239e-05,,6.67e-06,83.42,2665.0,0.03607,,0.1781
2024-05-01,134.64,561.8,0.5175,0.4501,0.13021,0.12045,33.33,13.347,6.899,80.17,424.8,7.047,8.745,0.1111,25.55,6.14,5.717,8.94,13.178,0.0996,1.1474,1.0296,2.797,23.67,2.266e-05,,6.98e-06,83.67,2725.0,0.03522,,0.1807
2024-05-02,137.58,560.5,0.518,0.4578,0.13189,0.12226,33.58,13.59,7.273,80.02,429.0,7.107,8.647,0.1103,25.66,6.087,5.928,8.85,13.51,0.1004,1.1212,1.0286,2.873,23.43,2.279e-05,,7.54e-06,84.92,2765.0,0.0351,,0.1812
2024-05-03,143.69,587.0,0.5317,0.4673,0.14604,0.1227,35.54,14.093,7.245,81.85,452.6,7.585,8.765,0.1118,26.89,6.874,6.047,9.07,13.607,0.1112,1.1119,1.065,2.858,24.97,2.444e-05,,8.08e-06,88.79,2957.0,0.03722,,0.192
2024-05-04,146.05,585.7,0.5302,0.4633,0.16012,0.12226,37.36,14.316,7.122,81.66,462.8,7.531,8.693,0.1109,26.95,6.864,6.057,9.12,13.164,0.109,1.091,1.0615,2.88,24.65,2.505e-05,,8.67e-06,89.01,2869.0,0.03714,,0.1927
2024-05-05,145.73,592.0,0.5296,0.458,0.16098,0.12107,37.35,14.371,7.302,81.32,469.0,7.587,9.335,0.1109,27.67,7.49,6.153,9.24,12.987,0.1104,1.0954,1.0706,2.901,24.23,2.471e-05,,8.53e-06,90.01,2910.0,0.03733,,0.1964
2024-05-06,152.82,588.2,0.5402,0.4541,0.15648,0.11864,37.11,14.484,7.121,80.79,473.1,7.474,9.209,0.1097,26.98,7.311,6.027,9.0,12.804,0.1138,1.0932,1.0603,2.768,25.58,2.388e-05,,8.35e-06,87.88,2781.0,0.03593,,0.1938
2024-05-07,148.03,576.5,0.5245,0.4414,0.14999,0.12051,35.31,13.997,6.993,80.84,470.9,7.396,8.94,0.1081,27.07,7.118,5.772,8.77,12.388,0.1078,1.0797,1.0255,2.666,24.72,2.298e-05,,7.89e-06,87.93,2801.0,0.03551,,0.1907
2024-05-08,142.18,588.6,0.5171,0.4518,0.14324,0.12293,34.02,13.9,6.983,81.7,448.2,7.329,9.086,0.1073,27.18,6.809,5.704,8.59,12.024,0.106,1.0105,1.0282,2.58,23.29,2.254e-05,,7.96e-06,86.17,2698.0,0.03509,,0.1871
2024-05-09,152.57,596.8,0.5209,0.4635,0.1522,0.1262,35.07,14.237,7.05,83.08,454.8,7.501,9.123,0.1085,27.66,7.479,5.92,8.81,12.169,0.1107,1.0262,1.0411,2.653,23.99,2.348e-05,,8.53e-06,89.92,2749.0,0.03565,,0.1934
2024-05-10,146.01,585.6,0.5022,0.4479,0.14389,0.12741,33.71,13.564,6.746,80.22,426.6,7.107,8.641,0.1062,26.38,7.253,5.622,8.46,11.858,0.1057,1.0076,0.9952,2.519,24.83,2.242e-05,,8.41e-06,83.76,2673.0,0.03463,,0.1833
2024-05-11,145.42,592.2,0.5059,0.439,0.14306,0.12638,33.49,13.306,6.659,81.39,429.5,7.036,8.503,0.1059,26.47,7.021,5.608,8.39,11.875,0.1068,0.9944,1.0005,2.535,23.71,2.251e-05,,8.52e-06,82.31,2700.0,0.0344,,0.1789
2024-05-12,143.43,594.8,0.4993,0.4377,0.14123,0.12738,33.14,13.559,6.617,81.41,433.0,7.064,8.476,0.1048,26.69,6.887,5.605,8.35,11.721,0.1087,1.0037,0.9972,2.523,23.5,2.231e-05,,8.76e-06,83.0,2692.0,0.03434,,0.1768
2024-05-13,147.54,591.7,0.5053,0.4368,0.14864,0.12561,32.46,13.393,6.669,80.62,437.5,7.003,8.4,0.1039,26.3,7.292,5.604,8.18,11.789,0.1076,0.9696,0.9818,2.495,22.63,2.336e-05,,9.92e-06,82.8,2682.0,0.03368,,0.1777
2024-05-14,142.03,567.1,0.5002,0.4285,0.14552,0.12546,31.58,12.98,6.485,78.79,429.1,6.787,8.134,0.1018,25.36,7.022,5.351,7.8,11.832,0.1054,0.8964,0.9352,2.395,21.36,2.298e-05,,1.057e-05,80.44,2680.0,0.03335,,0.1713
2024-05-15,158.52,581.0,0.5188,0.4524,0.15534,0.12633,34.66,13.865,6.961,82.45,463.7,7.364,8.434,0.1067,27.09,8.052,5.784,8.49,12.487,0.1108,0.9921,0.9936,2.484,23.61,2.525e-05,,1.05e-05,86.07,2808.0,0.0354,,0.1799
2024-05-16,159.37,569.2,0.5157,0.4597,0.14972,0.125,34.46,15.516,7.025,82.43,444.8,7.293,8.533,0.1067,27.24,8.021,5.752,8.37,12.171,0.1123,1.024,0.9715,2.368,23.44,2.457e-05,,1.003e-05,85.89,2693.0,0.03525,,0.1741
2024-05-17,169.44,580.9,0.5234,0.4824,0.15555,0.12434,36.43,16.231,7.199,84.14,466.5,7.491,8.655,0.1088,28.31,8.037,5.884,8.57,13.101,0.1148,1.0755,1.0306,2.568,24.72,2.502e-05,,1.018e-05,88.29,2785.0,0.03596,,0.1829
2024-05-18,172.4,580.3,0.5213,0.482,0.15302,0.12299,37.24,16.329,7.157,83.84,475.4,7.86,8.603,0.1081,28.62,7.921,5.85,8.58,13.245,0.1145,1.0811,1.0179,2.548,24.98,2.476e-05,,9.54e-06,88.24,2823.0,0.03527,,0.1828
2024-05-19,169.93,574.5,0.5096,0.4672,0.14908,0.12117,35.6,16.56,6.931,82.4,484.9,7.642,8.206,0.1055,27.58,7.777,5.552,8.12,12.616,0.111,1.0269,0.9716,2.452,24.15,2.386e-05,,9.16e-06,85.33,2776.0,0.03427,,0.1749
2024-05-20,186.7,599.6,0.5377,0.502,0.16573,0.12442,40.13,17.262,7.575,88.64,517.9,9.328,8.92,0.1125,32.36,8.291,6.17,9.11,13.558,0.1175,1.1467,1.1269,2.907,28.24,2.607e-05,,1.141e-05,98.03,3166.0,0.03684,,0.1886
2024-05-21,178.15,618.5,0.537,0.4946,0.17024,0.12361,41.2,16.739,7.61,88.26,515.0,9.659,8.785,0.1122,31.72,7.819,6.235,9.32,13.309,0.1151,1.1406,1.2034,2.831,27.64,2.612e-05,,1.384e-05,97.14,3065.0,0.03653,,0.1884
2024-05-22,176.95,614.8,0.5268,0.4835,0.16628,0.12007,40.0,16.354,7.467,85.78,499.0,9.304,8.561,0.1107,30.38,7.986,6.118,9.0,12.822,0.1133,1.1051,1.1413,2.668,27.28,2.533e-05,,1.338e-05,94.43,2942.0,0.03587,,0.1857
2024-05-23,176.16,599.3,0.5289,0.4656,0.15973,0.11532,38.52,16.596,7.2,85.45,491.2,9.088,8.361,0.1093,32.42,7.695,5.795,8.93,12.29,0.1089,1.0764,1.2031,2.623,26.13,2.461e-05,,1.494e-05,97.91,2838.0,0.03513,,0.1817
2024-05-24,167.7,600.3,0.536,0.4601,0.16386,0.11547,38.01,17.25,7.244,85.0,494.9,10.213,8.46,0.1101,31.59,7.909,5.82,8.96,12.413,0.1081,1.0676,1.1579,2.522,25.71,2.44e-05,,1.415e-05,99.43,2751.0,0.03534,,0.1886
2024-05-25,168.35,602.4,0.5416,0.4623,0.17402,0.11378,38.28,17.443,7.425,84.98,493.6,11.329,8.491,0.1109,31.67,8.23,6.006,9.09,12.327,0.1085,1.0629,1.1914,2.551,25.34,2.508e-05,,1.497e-05,105.19,2797.0,0.03558,,0.1935
2024-05-26,163.41,600.2,0.5283,0.4581,0.16621,0.11311,36.76,17.042,7.557,83.9,484.0,11.167,8.404,0.1086,31.71,7.814,5.855,9.04,12.051,0.1067,1.0419,1.1935,2.53,24.83,2.433e-05,,1.603e-05,109.59,2832.0,0.0356,,0.1895
2024-05-27,170.15,603.9,0.534,0.4683,0.16908,0.1125,38.26,18.786,7.64,85.24,489.6,11.056,8.695,0.1105,31.91,7.827,6.116,9.66,12.388,0.1068,1.0743,1.2301,2.587,25.75,2.552e-05,,1.671e-05,108.63,2766.0,0.03661,,0.1967
2024-05-28,168.68,601.7,0.5287,0.4576,0.16497,0.11118,37.02,18.528,7.37,83.44,470.4,11.107,8.722,0.1079,31.42,7.707,5.94,9.36,12.105,0.1044,1.0303,1.2002,2.548,26.24,2.674e-05,,1.6e-05,106.37,2718.0,0.0358,,0.1941
2024-05-29,168.32,595.7,0.5238,0.4512,0.16386,0.1121,36.2,18.453,7.178,83.59,465.8,10.443,8.637,0.1067,30.43,7.586,5.787,9.09,12.073,0.1033,1.0165,1.1408,2.494,26.42,2.755e-05,,1.476e-05,103.79,2688.0,0.03516,,0.1894
2024-05-30,166.88,595.1,0.5186,0.4465,0.15946,0.11198,35.98,17.944,6.998,84.42,465.1,10.758,8.54,0.1067,29.8,7.285,5.808,9.19,11.962,0.1006,1.013,1.128,2.476,24.91,2.588e-05,,1.442e-05,102.86,2703.0,0.03432,,0.1897
2024-05-31,165.65,593.7,0.5176,0.447,0.15898,0.11213,36.02,18.414,6.984,83.21,454.8,9.957,8.3,0.1063,29.59,7.246,5.734,9.15,11.853,0.1001,1.0234,1.1192,2.455,24.42,2.543e-05,,1.542e-05,103.81,2706.0,0.03394,,0.1881
2024-06-01,166.14,601.9,0.5187,0.4499,0.16031,0.11262,35.76,18.443,7.062,83.48,463.5,9.886,8.326,0.1064,29.56,7.375,5.795,9.07,12.083,0.1,1.024,1.1337,2.475,24.51,2.526e-05,,1.486e-05,104.07,2680.0,0.0337,,0.1881
2024-06-02,163.15,602.9,0.5135,0.4465,0.1571,0.11477,34.91,18.143,6.988,83.11,458.3,9.422,8.292,0.1051,28.93,7.192,5.807,8.92,11.86,0.0992,1.0164,1.1124,2.379,24.23,2.462e-05,,1.463e-05,103.11,2641.0,0.03331,,0.1823
2024-06-03,164.89,626.4,0.5199,0.4573,0.15835,0.11338,35.03,17.629,7.009,82.82,464.9,9.493,8.339,0.1054,28.63,7.121,5.786,8.92,11.983,0.1013,1.04,1.1053,2.402,24.97,2.443e-05,,1.444e-05,101.07,2576.0,0.03369,,0.1837
2024-06-04,171.78,685.7,0.5257,0.4615,0.16136,0.11446,36.06,17.716,7.177,83.65,477.0,11.466,8.538,0.1064,29.73,7.42,5.959,9.15,12.298,0.1024,1.054,1.1076,2.478,25.26,2.461e-05,,1.436e-05,103.02,2634.0,0.03428,,0.186
2024-06-05,173.54,698.8,0.5258,0.4613,0.16326,0.11459,36.57,17.741,7.251,85.44,495.2,11.162,8.692,0.1069,29.8,7.658,6.075,9.31,12.33,0.1045,1.1041,1.1238,2.524,26.79,2.594e-05,,1.458e-05,104.37,2681.0,0.03555,,0.1887
2024-06-06,170.15,711.2,0.5215,0.4582,0.16016,0.11479,35.89,17.248,7.144,84.19,496.1,10.619,8.617,0.1053,29.05,7.33,5.957,9.09,12.087,0.1014,1.1132,1.0883,2.484,28.06,2.524e-05,,1.434e-05,102.43,2619.0,0.03578,,0.1857
2024-06-07,162.5,684.0,0.4991,0.4492,0.1482,0.11268,33.51,16.318,6.659,80.13,477.6,9.818,8.102,0.1002,27.05,6.875,6.116,8.59,11.525,0.094,1.081,0.999,2.262,27.9,2.369e-05,,1.278e-05,97.44,2502.0,0.03285,,0.1749
2024-06-08,157.83,682.7,0.4926,0.4368,0.14588,0.11479,32.27,15.928,6.384,79.97,469.5,10.052,7.757,0.0983,26.84,6.569,6.055,8.13,10.881,0.0902,1.1041,0.9678,2.168,26.79,2.321e-05,,1.211e-05,92.85,2424.0,0.03161,,0.166
2024-06-09,162.12,673.0,0.4986,0.4442,0.14679,0.11688,32.98,16.372,6.527,80.49,474.6,9.823,7.88,0.0999,26.97,6.588,6.128,8.59,11.029,0.0915,1.094,0.9793,2.231,27.81,2.349e-05,,1.276e-05,93.45,2489.0,0.03191,,0.1704
2024-06-10,159.05,625.1,0.4969,0.4406,0.14478,0.11763,32.28,15.905,6.506,79.66,469.1,10.351,7.855,0.1,26.62,6.397,5.793,8.27,11.095,0.0892,1.0338,0.9599,2.187,29.33,2.291e-05,,1.208e-05,90.81,2401.0,0.03108,,0.1666
2024-06-11,149.31,602.5,0.4802,0.422,0.13806,0.11658,31.55,14.988,6.378,77.32,446.2,8.978,7.517,0.0968,25.67,6.064,5.384,7.96,10.08,0.0873,0.9921,0.9378,2.057,27.19,2.163e-05,,1.274e-05,87.77,2261.0,0.02983,,0.1589
2024-06-12,155.22,619.4,0.4916,0.4378,0.14621,0.11649,33.27,16.006,6.738,78.5,454.2,10.079,7.775,0.1002,26.11,6.402,5.654,8.24,10.498,0.0918,1.0185,0.9732,2.146,31.24,2.221e-05,,1.321e-05,89.98,2306.0,0.03131,,0.166
2024-06-13,147.29,599.8,0.4769,0.421,0.1411,0.11696,30.99,15.141,6.359,79.15,431.7,10.164,7.441,0.0975,25.31,5.921,5.384,7.89,9.823,0.0883,0.9658,0.9366,2.015,28.84,2.118e-05,,1.192e-05,83.74,2247.0,0.02959,,0.1559
2024-06-14,143.05,603.3,0.4746,0.412,0.13499,0.1165,30.29,14.744,6.163,77.61,422.9,10.431,7.115,0.0969,25.13,5.588,5.093,7.69,9.305,0.0863,0.9294,0.9123,2.004,26.2,2.029e-05,,1.138e-05,83.65,2275.0,0.02854,,0.1512
2024-06-15,145.52,608.2,0.4908,0.414,0.13677,0.1153,30.01,14.857,6.223,79.23,430.1,11.52,7.142,0.0983,25.63,5.606,5.228,7.89,9.106,0.085,0.9444,0.9221,2.104,25.42,2.077e-05,,1.185e-05,85.89,2311.0,0.02863,,0.1524
2024-06-16,151.3,610.8,0.4891,0.4168,0.13713,0.1173,30.08,15.144,6.396,78.98,428.4,11.984,7.222,0.0992,25.46,5.64,5.24,7.9,9.62,0.0864,0.9698,0.9243,2.095,25.06,2.095e-05,,1.231e-05,85.8,2429.0,0.0295,,0.1557
2024-06-17,143.27,604.3,0.5047,0.4013,0.12879,0.11678,28.47,14.523,6.069,76.59,419.7,10.61,6.997,0.0969,24.09,5.167,4.928,7.45,8.873,0.0802,0.8907,0.8579,1.936,21.63,1.932e-05,,1.117e-05,84.94,2294.0,0.02738,,0.1451
2024-06-18,137.41,588.6,0.491,0.3837,0.12225,0.11544,26.6,13.986,5.771,72.66,389.2,9.766,6.688,0.0914,23.05,4.727,4.353,6.83,8.118,0.0777,0.8001,0.7948,1.829,20.47,1.809e-05,,1.096e-05,82.05,2228.0,0.02552,,0.1338
2024-06-19,135.62,599.3,0.4933,0.3844,0.12247,0.11582,26.94,14.345,5.799,73.77,388.9,9.954,6.894,0.0934,23.98,4.962,4.441,6.91,8.38,0.0806,0.8654,0.8129,1.912,21.22,1.812e-05,,1.136e-05,87.31,2487.0,0.02604,,0.1387
2024-06-20,133.55,587.7,0.4888,0.3844,0.12455,0.11679,27.58,14.255,5.642,74.69,389.8,10.029,6.837,0.0939,24.06,5.162,4.409,6.91,8.265,0.0805,0.8942,0.8014,1.835,20.77,1.804e-05,,1.099e-05,84.85,2480.0,0.02673,,0.1382
2024-06-21,134.6,586.1,0.4889,0.376,0.12418,0.11835,27.48,13.848,5.611,74.17,383.0,9.81,6.787,0.092,23.56,5.406,4.399,6.94,8.392,0.0788,0.9201,0.8022,1.813,21.33,1.787e-05,,1.141e-05,82.0,2484.0,0.02614,,0.1393
2024-06-22,133.69,591.1,0.4866,0.3846,0.12375,0.11966,25.61,13.482,5.751,74.61,392.1,9.843,6.744,0.0909,23.36,5.184,4.378,6.86,8.188,0.0779,0.8909,0.8048,1.79,20.99,1.799e-05,,1.143e-05,81.66,2354.0,0.0257,,0.1339
2024-06-23,128.69,577.5,0.4797,0.38,0.12222,0.11924,25.09,13.194,5.652,73.37,381.1,9.772,6.695,0.0896,22.66,5.195,4.289,6.75,7.887,0.0763,0.8811,0.784,1.712,20.26,1.753e-05,,1.092e-05,80.75,2257.0,0.02503,,0.1324
2024-06-24,132.33,568.1,0.474,0.3777,0.11902,0.11909,24.8,13.617,5.729,69.68,363.8,9.325,6.838,0.0894,23.0,5.371,4.397,6.95,8.02,0.0775,0.8949,0.8204,1.773,22.71,1.704e-05,,1.131e-05,86.28,2193.0,0.02531,,0.1352
2024-06-25,136.58,578.2,0.4757,0.3918,0.12615,0.12189,25.4,14.198,5.842,71.35,388.6,9.503,6.94,0.0918,23.48,5.425,4.443,6.94,8.283,0.0788,0.8785,0.8297,1.763,23.43,1.775e-05,,1.285e-05,92.09,2363.0,0.02642,,0.1411
2024-06-26,136.81,573.0,0.4698,0.385,0.12276,0.12268,25.82,13.915,5.799,71.02,374.0,9.394,6.791,0.0902,23.68,5.177,4.395,6.85,8.123,0.0763,0.8297,0.8123,1.786,23.04,1.714e-05,,1.254e-05,94.46,2452.0,0.02595,,0.1408
2024-06-27,149.71,581.7,0.4753,0.3913,0.12711,0.12201,27.91,14.433,6.287,73.28,389.0,9.506,6.965,0.0915,24.07,5.223,4.506,7.04,8.257,0.0787,0.8368,0.8229,1.8,23.24,1.757e-05,,1.26e-05,93.46,2599.0,0.02669,,0.1428
2024-06-28,140.03,567.4,0.4716,0.3858,0.12306,0.12321,27.96,13.778,6.19,72.9,386.0,9.002,6.729,0.091,23.41,4.962,4.383,6.85,7.903,0.077,0.7908,0.7915,1.75,23.07,1.7e-05,,1.159e-05,93.64,2520.0,0.02665,,0.1397
2024-06-29,140.28,570.0,0.4727,0.3841,0.1219,0.12553,27.76,13.543,6.08,74.95,380.9,8.854,6.607,0.0902,23.14,4.964,4.348,6.9,7.94,0.0762,0.7825,0.7796,1.742,22.83,1.691e-05,,1.131e-05,96.59,2440.0,0.02594,,0.1393
2024-06-30,146.61,582.2,0.4761,0.3924,0.12448,0.1247,29.36,14.281,6.215,75.31,394.0,9.295,6.733,0.0913,23.69,5.304,4.48,7.08,8.171,0.0767,0.8201,0.8019,1.803,23.53,1.726e-05,,1.193e-05,97.43,2538.0,0.02678,,0.1445
2024-07-01,146.67,576.9,0.477,0.4032,0.12352,0.12781,28.83,14.338,6.329,74.38,384.6,9.146,6.813,0.0916,23.24,5.267,4.33,7.06,8.068,0.0767,0.8092,0.7801,1.753,22.55,1.709e-05,,1.142e-05,98.34,2567.0,0.0268,,0.1471
2024-07-02,154.03,580.1,0.4853,0.4184,0.1253,0.12923,28.71,14.415,6.531,76.04,382.1,9.0,6.813,0.0936,23.29,5.522,4.418,6.96,7.866,0.0782,0.8254,0.7832,1.771,23.35,1.726e-05,,1.133e-05,91.51,2564.0,0.0265,,0.1502
2024-07-03,140.84,556.7,0.4672,0.4069,0.11849,0.1287,26.51,13.589,6.081,72.08,373.2,8.522,6.382,0.0903,22.54,5.034,4.104,6.6,7.326,0.0722,0.776,0.764,1.637,21.49,1.639e-05,,1.025e-05,84.27,2316.0,0.0249,,0.1426
2024-07-04,127.86,513.6,0.4329,0.3623,0.10502,0.1272,24.44,12.538,5.556,65.42,331.4,7.628,5.99,0.087,20.77,4.623,3.781,5.97,6.68,0.0663,0.6736,0.6793,1.443,19.84,1.463e-05,,8.93e-06,79.53,2230.0,0.0227,,0.1313
